u,v,osmid,lanes,name,maxspeed,length,geometry,highway
9817555679,8319550444,1069629903,1,Agrokombinatska cesta,50,27.899000000000004,"LINESTRING (14.6046862 46.0694647, 14.6046218 46.0695073, 14.6045541 46.0695304, 14.6044394 46.0695827, 14.6043886 46.0696048)",tertiary
9817555679,395506341,"[1174738209, 1174738210, 1174738211, 1174738212, 1119340709, 1119868142, 1174740244, 1174740245, 1134767865, 150059325]",2,Agrokombinatska cesta,40,1359.165,"LINESTRING (14.6046862 46.0694647, 14.6048566 46.0693993, 14.6049837 46.0693478, 14.6050948 46.0692979, 14.6053212 46.0691853, 14.6054644 46.0691078, 14.605585 46.0690373, 14.6058169 46.0689044, 14.6059974 46.0687995, 14.6063712 46.0685608, 14.6065566 46.0684322, 14.6067182 46.0683155, 14.6068436 46.0682285, 14.6070188 46.0681207, 14.6073091 46.0679513, 14.6076009 46.0677843, 14.6078239 46.0676601, 14.6079627 46.0675869, 14.6080827 46.067524, 14.60827 46.0674314, 14.6083342 46.0674022, 14.6084005 46.0673745, 14.6084568 46.067357, 14.6085376 46.0673379, 14.6086082 46.0673268, 14.6086885 46.0673215, 14.6087641 46.067322, 14.6088388 46.0673285, 14.6089096 46.0673382, 14.6089821 46.0673529, 14.6090524 46.0673705, 14.6091366 46.0673946, 14.609274 46.0674342, 14.6093479 46.0674536, 14.609461 46.0674774, 14.609538 46.0674909, 14.6096096 46.0675011, 14.6097082 46.067512, 14.6097814 46.0675191, 14.6098639 46.0675256, 14.6099696 46.0675297, 14.6100843 46.0675326, 14.6102085 46.0675301, 14.6102816 46.0675248, 14.6103618 46.0675149, 14.6104646 46.0674976, 14.6105395 46.0674831, 14.6106855 46.0674521, 14.6108262 46.067418, 14.610899 46.0673977, 14.6109698 46.0673766, 14.6110392 46.0673535, 14.6111055 46.0673294, 14.6112365 46.0672749, 14.6116572 46.0670837, 14.6119483 46.0669546, 14.6123948 46.066762, 14.6125088 46.0667068, 14.6125753 46.0666706, 14.6126326 46.0666385, 14.6126913 46.0666017, 14.6127436 46.0665661, 14.6128408 46.0664944, 14.6128981 46.0664477, 14.6130428 46.0663196, 14.6131569 46.0662061, 14.6132654 46.0660926, 14.6135011 46.0658459, 14.6135655 46.0657691, 14.6136023 46.0657213, 14.6136328 46.0656762, 14.6136622 46.0656274, 14.6136974 46.065556, 14.6137247 46.0654807, 14.6137385 46.0654269, 14.6137471 46.0653784, 14.6137523 46.0653174, 14.6137533 46.0652725, 14.6137509 46.0652218, 14.6137459 46.0651688, 14.6137383 46.0651167, 14.6137293 46.0650656, 14.6137195 46.0650125, 14.613661 46.0647639, 14.6136306 46.0646429, 14.613609 46.0645504, 14.613566 46.0643835, 14.6134148 46.0639091, 14.6132901 46.0635343, 14.6132508 46.0634164, 14.6132237 46.0633336, 14.6131296 46.0630462, 14.6130791 46.0628772, 14.6130203 46.0626512, 14.6129793 46.0624863, 14.6129616 46.0623746, 14.6129554 46.0623107, 14.6129513 46.0622195, 14.6129551 46.0621395, 14.6129651 46.06206, 14.612978 46.0619998, 14.6129989 46.0619285, 14.613031 46.0618427, 14.6130874 46.0617169, 14.6131403 46.0616159, 14.6132092 46.0614976, 14.6132621 46.0614135, 14.6133414 46.0613027)",tertiary
9817555699,9817555647,"[1069629896, 1174595591]",1,nan,50,710.601,"LINESTRING (14.6041984 46.0691989, 14.6042006 46.068703, 14.6042058 46.0676342, 14.6042047 46.0669674, 14.6042012 46.0668614, 14.6041958 46.0667501, 14.6041851 46.0666421, 14.6041703 46.0665333, 14.6041554 46.0664249, 14.6041352 46.0663181, 14.6040942 46.0661293, 14.6040685 46.0660267, 14.6040098 46.0658382, 14.6039397 46.0656465, 14.6038726 46.0654807, 14.6038221 46.0653682, 14.6036895 46.0650866, 14.6036325 46.0649539, 14.6035909 46.06485, 14.6035535 46.0647452, 14.6035208 46.0646385, 14.6034899 46.0645333, 14.6034632 46.0644257, 14.6034418 46.0643189, 14.6034245 46.0642117, 14.6034079 46.0641037, 14.6033942 46.0639425, 14.6033752 46.0636704, 14.6033604 46.063503, 14.60332 46.0628739)",tertiary
9817555699,8319550434,1069629905,1,nan,50,28.058999999999997,"LINESTRING (14.6041984 46.0691989, 14.6042415 46.0693263, 14.6042635 46.069396, 14.6042794 46.0694449)",tertiary
9817555757,9817555671,895029127,2,Industrijska cesta,50,504.534,"LINESTRING (14.604189 46.0744903, 14.6041815 46.0743077, 14.6041821 46.0742001, 14.6041835 46.0739407, 14.6041886 46.0719506, 14.6041916 46.0707786, 14.6041931 46.0701801, 14.6041937 46.069953)",tertiary
9817555757,8319550456,1069629912,2,Industrijska cesta,50,27.759,"LINESTRING (14.604189 46.0744903, 14.6042303 46.0745517, 14.6042647 46.074628, 14.6043191 46.0747227)",tertiary
9832586995,1198732787,1088737438,1,nan,50,161.66299999999998,"LINESTRING (14.5243247 46.0824961, 14.5241423 46.0825212, 14.5240484 46.0825418, 14.5238321 46.0825715, 14.5236444 46.0825933, 14.5232872 46.0826316, 14.5229812 46.0826757, 14.5226633 46.0827356, 14.5225179 46.0827496, 14.5224019 46.0827572, 14.5222678 46.0827574)",trunk_link
9832586995,8032947845,1088737439,1,Štukljeva cesta,50,170.86800000000002,"LINESTRING (14.5243247 46.0824961, 14.5241364 46.0825637, 14.5235137 46.0827334, 14.5232374 46.0828113, 14.5229803 46.0828744, 14.5224775 46.0829829, 14.5222513 46.0830315)",secondary
9886691896,10968959533,1182968992,1,nan,50,7.846,"LINESTRING (14.5572626 46.0669308, 14.5573572 46.0669049)",tertiary
9886691896,10968959541,"[1181105872, 1186490001, 1181105871]",1,Leskoškova cesta,50,58.677,"LINESTRING (14.5572626 46.0669308, 14.5573043 46.0668773, 14.5574014 46.0668069, 14.5574418 46.0667576, 14.5574597 46.0667233, 14.5574739 46.0666817, 14.5575012 46.0665271, 14.5575327 46.0664525)",tertiary
9886691901,10968959540,1181105864,2,Leskoškova cesta,50,26.485,"LINESTRING (14.5564702 46.0670461, 14.5565853 46.0670017, 14.5567969 46.0670027)",tertiary
9886691901,3302261396,"[1047832011, 31720272, 1209686808, 1209686809, 1209686810, 1209686811, 1209686812, 1209686813, 7391775]",3.5,Leskoškova cesta,50,329.57,"LINESTRING (14.5564702 46.0670461, 14.5558007 46.0670368, 14.5547416 46.0670221, 14.5546042 46.0670202, 14.5543181 46.0670162, 14.5535343 46.0670053, 14.5532057 46.0670007, 14.5529711 46.0669975, 14.5526386 46.0669929, 14.5521992 46.0669868)",tertiary
9886722331,9886722346,1078417924,1,Leskoškova cesta,50,53.357,"LINESTRING (14.5572446 46.0671111, 14.5572023 46.0670892, 14.5571382 46.0670746, 14.5570627 46.0670635, 14.5569819 46.067056, 14.5568637 46.0670515, 14.5565699 46.0670632)",tertiary
9886722331,10968959536,1156817966,1,nan,50,13.389000000000001,"LINESTRING (14.5572446 46.0671111, 14.5572327 46.0670639, 14.5572267 46.0670259, 14.5572297 46.0669917)",tertiary
9886722343,9886722331,"[1186490422, 1156818967]",1,nan,50,8.376999999999999,"LINESTRING (14.5572942 46.0671781, 14.5572781 46.0671575, 14.5572446 46.0671111)",tertiary
9886722346,9886691901,1156821089,2,Leskoškova cesta,50,7.923,"LINESTRING (14.5565699 46.0670632, 14.5564702 46.0670461)",tertiary
9886722351,9886722343,1078417936,1,nan,50,39.743,"LINESTRING (14.5570306 46.0674687, 14.5571233 46.0674275, 14.5571899 46.0673656, 14.5572285 46.0673203, 14.5572719 46.0672609, 14.5572911 46.0672095, 14.5572942 46.0671781)",trunk_link
9886722351,9886722346,"[1078417937, 1156817963, 1156817964]",1,nan,50,73.87400000000001,"LINESTRING (14.5570306 46.0674687, 14.5570657 46.067404, 14.5570901 46.0673599, 14.557099 46.0673372, 14.5571025 46.0673096, 14.5571002 46.067284, 14.5570966 46.0672659, 14.5570861 46.0672411, 14.5570669 46.067214, 14.5570286 46.0671692, 14.5569885 46.0671438, 14.5569433 46.0671183, 14.5568851 46.0670989, 14.5568292 46.0670886, 14.5565699 46.0670632)",trunk_link
9886722360,10968959544,"[1078417920, 1181111625, 1181111626]",1,nan,50,32.929,"LINESTRING (14.5574394 46.0672465, 14.5574026 46.067195, 14.5573479 46.0671401, 14.5573129 46.0670894, 14.5573052 46.0670647, 14.5573022 46.0670408, 14.5573022 46.0670078, 14.5573129 46.0669752)",tertiary
9886722360,9886722343,1186490422,1,nan,50,13.684,"LINESTRING (14.5574394 46.0672465, 14.5573854 46.0672304, 14.5573367 46.0672061, 14.5572942 46.0671781)",tertiary
9886722377,10968762415,1181078704,2,nan,50,69.605,"LINESTRING (14.5573931 46.0682269, 14.5572362 46.0682466, 14.5565077 46.0683472)",tertiary
9887307313,10968762425,1186489791,1,nan,50,7.847,"LINESTRING (14.5580016 46.0680595, 14.5579273 46.0681077)",trunk_link
9887307313,119905088,1186491213,1,nan,50,9.925,"LINESTRING (14.5580016 46.0680595, 14.5580081 46.0680859, 14.5580111 46.0681114, 14.5580016 46.0681477)",tertiary
9974299702,1650833637,"[7020393, 1205256045, 117879474, 152016725, 152016728, 8011225, 1164707581]",3.0,Štajerska cesta,90.0,1947.8950000000002,"LINESTRING (14.5286557 46.082097, 14.5286922 46.0821473, 14.5287488 46.0822225, 14.5288127 46.0823039, 14.5294015 46.0830852, 14.5318968 46.0865699, 14.5319841 46.0867, 14.5320644 46.0868206, 14.5321714 46.0869835, 14.5322771 46.0871465, 14.5323815 46.0873087, 14.5324846 46.0874717, 14.5325875 46.0876351, 14.5327375 46.0878806, 14.5328371 46.0880459, 14.532967 46.0882618, 14.533246 46.0887489, 14.5335015 46.0892051, 14.5336578 46.0894972, 14.5339626 46.0900874, 14.5341718 46.0905085, 14.534274 46.090722, 14.5344392 46.0910599, 14.5363248 46.0950035, 14.5367512 46.0958914, 14.5369919 46.0963994, 14.5372628 46.0969562, 14.5376293 46.0977065, 14.5376542 46.0977578, 14.5377696 46.0979961, 14.5378526 46.0981673, 14.537939 46.0983512)",primary
10024848414,474737209,"[1159255584, 1202393506, 1202393507, 1094548743, 1171321576, 1159254574, 974488463, 974488464, 974488465, 149731570, 1202393274, 1159255583]",4.5,Dunajska cesta,60,378.007,"LINESTRING (14.5088583 46.0646871, 14.5088738 46.064758, 14.5089017 46.0648912, 14.5089302 46.0650235, 14.5089588 46.0651114, 14.5089773 46.0651685, 14.5090083 46.0652631, 14.509057 46.0653958, 14.5090788 46.0654545, 14.5090821 46.0654634, 14.5092494 46.0658726, 14.5094222 46.066309, 14.5095054 46.0665217, 14.5095505 46.0666553, 14.5096309 46.0668943, 14.5096819 46.0670461, 14.5098479 46.0675865, 14.5099237 46.0678331, 14.5099368 46.06789, 14.5099642 46.0679962)",primary
10024848414,10780523701,"[1159255268, 1159255580, 1159255582]",3.5,Dunajska cesta,60,123.768,"LINESTRING (14.5088583 46.0646871, 14.5087775 46.0646121, 14.5086925 46.0643846, 14.508497 46.0638939, 14.5084624 46.0638154, 14.5083929 46.0636283)",primary
10045516912,16817227,184235187,5,nan,50,39.035000000000004,"LINESTRING (14.4663136 46.0363416, 14.4663581 46.0362371, 14.4664051 46.0361031, 14.4664326 46.0360007)",motorway_link
10045516912,10045516913,1097063302,3,nan,50,16.176000000000002,"LINESTRING (14.4663136 46.0363416, 14.4663064 46.0363969, 14.4662916 46.0364398, 14.4662741 46.036484)",motorway_link
10045516913,476458649,39742825,1,nan,50,70.61300000000001,"LINESTRING (14.4662741 46.036484, 14.4662662 46.0365902, 14.4662504 46.0366349, 14.4662246 46.0367238, 14.4662226 46.0367854, 14.4662313 46.0368281, 14.4662418 46.0368479, 14.4662655 46.036891, 14.4663315 46.0369583, 14.4663936 46.0370088, 14.4664689 46.0370586)",motorway_link
10045516913,10754557560,1097063301,2,nan,50,49.946,"LINESTRING (14.4662741 46.036484, 14.4661102 46.03672, 14.4660815 46.0367636, 14.465998 46.0368902)",motorway_link
10177883514,235329965,"[1042720203, 166216144, 1042720211, 54949848, 741813145, 54949849]",3,"['Trbeže', 'Sneberska cesta']",40.0,881.7289999999998,"LINESTRING (14.5737133 46.0801888, 14.5737671 46.0801232, 14.5741871 46.0796172, 14.5743337 46.0794436, 14.5744419 46.0793055, 14.5745185 46.0791926, 14.5745845 46.0790838, 14.5746267 46.0790051, 14.5746665 46.0789119, 14.574695 46.0788245, 14.57472 46.0787388, 14.5747366 46.0786481, 14.5747509 46.0785364, 14.5747693 46.078381, 14.5747853 46.0782908, 14.5748097 46.0782236, 14.5748483 46.0781642, 14.5749012 46.0780904, 14.5749689 46.0780097, 14.5750361 46.0779301, 14.5750937 46.0778505, 14.5751478 46.0777681, 14.5751935 46.0776861, 14.5752363 46.0775983, 14.575307 46.0774268, 14.5754057 46.0771741, 14.5754525 46.0769935, 14.5756135 46.0768837, 14.5757602 46.0767785, 14.575878 46.0767005, 14.5759938 46.0766293, 14.5760739 46.0765841, 14.5761797 46.0765329, 14.5766498 46.076309, 14.5774805 46.0759132, 14.5780142 46.0756577, 14.5781911 46.0755724, 14.5790876 46.075152, 14.5793738 46.0750176, 14.5795878 46.074917, 14.5797508 46.0748423, 14.5798782 46.0747866, 14.5800585 46.0747125, 14.5801784 46.0746674, 14.5802347 46.0746496, 14.5803079 46.0746285, 14.5803883 46.0746099, 14.5805061 46.0745845, 14.5805489 46.074577, 14.5806188 46.0745663, 14.5807947 46.0745479)",tertiary
10177883514,10177913518,1155316312,1,nan,50,13.312,"LINESTRING (14.5737133 46.0801888, 14.5737373 46.0801998, 14.5737552 46.0802154, 14.5737653 46.0802341, 14.5737666 46.080254, 14.5737589 46.0802732, 14.573743 46.0802899)",secondary
10177913518,1776898706,447816718,1,nan,50,22.175,"LINESTRING (14.573743 46.0802899, 14.5737205 46.0803023, 14.5736936 46.0803093, 14.5736649 46.0803102, 14.5736372 46.0803049, 14.5736132 46.0802939, 14.5735953 46.0802783, 14.5735852 46.0802596, 14.5735839 46.0802397, 14.5735916 46.0802204, 14.5736074 46.0802038)",secondary
10177913518,11161081087,"[1112455465, 283605269, 283605270]",2.5,Šmartinska cesta,60.0,599.757,"LINESTRING (14.573743 46.0802899, 14.5741612 46.080571, 14.5743433 46.0806917, 14.5745766 46.0808443, 14.5748354 46.0809838, 14.574983 46.0810564, 14.5752016 46.0811429, 14.5754899 46.0812201, 14.5759687 46.081328, 14.5770389 46.0815299, 14.5786254 46.0818545, 14.5792115 46.0819597, 14.5794959 46.082005, 14.5797161 46.0820363, 14.579921 46.0820606, 14.5800669 46.0820704, 14.5801892 46.0820761, 14.5803582 46.0820786, 14.5805177 46.0820764, 14.580614 46.0820718, 14.5807487 46.0820611, 14.5808726 46.0820475)",secondary
10270125611,36975365,"[342786735, 13007675, 294308878, 13007663]",2.5,Južna obvoznica,115.0,1419.864,"LINESTRING (14.5434756 46.0141762, 14.5418316 46.0143178, 14.5410141 46.0143882, 14.5397783 46.0145045, 14.5384118 46.0146311, 14.5367101 46.0148238, 14.5356646 46.0149646, 14.5349069 46.0150736, 14.5331746 46.0153588, 14.5316085 46.015655, 14.5302965 46.0159378, 14.5291023 46.0162186, 14.5281845 46.0164417, 14.5273322 46.0166688, 14.5256736 46.0171449)",motorway
10694562398,8593452597,28372911,1,Letališka cesta,50,21.726999999999997,"LINESTRING (14.5493434 46.0620168, 14.5493085 46.0620133, 14.5492763 46.0620031, 14.5492411 46.0619887, 14.5492133 46.0619719, 14.549192 46.0619565, 14.5491707 46.0619345, 14.5491556 46.0619152, 14.5491412 46.0618949)",tertiary
10694562461,10694562398,1149608251,1,Letališka cesta,50,6.76,"LINESTRING (14.5494034 46.0620606, 14.5493784 46.0620375, 14.5493434 46.0620168)",tertiary
10694562461,1630655988,1149608252,2,Letališka cesta,50,8.238999999999999,"LINESTRING (14.5494034 46.0620606, 14.5493749 46.0620636, 14.5493407 46.0620641, 14.5492971 46.0620615)",tertiary
10694562471,8593452592,868026140,1,Letališka cesta,50,13.325,"LINESTRING (14.5496269 46.0617978, 14.549634 46.061814, 14.5496407 46.0618419, 14.5496431 46.0618735, 14.5496421 46.0618952, 14.5496384 46.0619163)",tertiary
10694562471,8090865711,1149608266,1,Letališka cesta,60,48.159000000000006,"LINESTRING (14.5496269 46.0617978, 14.5496644 46.0618159, 14.5497146 46.0618347, 14.5497639 46.0618468, 14.5498222 46.0618575, 14.5498704 46.0618636, 14.5499769 46.0618705, 14.5501031 46.0618769, 14.5502253 46.0618546)",tertiary
10694661878,7717604344,1149622534,1,Leskoškova cesta,50,34.202,"LINESTRING (14.5576599 46.0625143, 14.5576843 46.06245, 14.5576884 46.0622984, 14.5576847 46.0622739, 14.557676 46.0622364, 14.5576675 46.0622102)",tertiary
10694661878,8090844551,1149622535,1,Leskoškova cesta,50,38.461999999999996,"LINESTRING (14.5576599 46.0625143, 14.5576302 46.0624446, 14.557623 46.0622979, 14.557619 46.0622706, 14.5576147 46.0622544, 14.557607 46.0622371, 14.5575986 46.0622225, 14.5575848 46.0622036, 14.557562 46.0621811)",tertiary
10694661883,11210974738,1149622531,2,Leskoškova cesta,50,177.40100000000004,"LINESTRING (14.5577758 46.0625279, 14.5577674 46.0630388, 14.557749 46.0638172, 14.557744 46.0640287, 14.5577401 46.0641231)",tertiary
10694661891,10694661883,"[1149622537, 1149622511]",1,Leskoškova cesta,50,80.044,"LINESTRING (14.5584382 46.0620776, 14.5583599 46.0621152, 14.5582524 46.0621227, 14.55819 46.0621287, 14.5581494 46.0621345, 14.5580882 46.0621458, 14.5580619 46.0621527, 14.5580234 46.0621673, 14.5579939 46.0621811, 14.557965 46.0621978, 14.5579392 46.0622153, 14.5579201 46.0622309, 14.5578996 46.0622525, 14.5578879 46.0622651, 14.5578762 46.0622804, 14.5578655 46.0622998, 14.5578494 46.0623353, 14.5578406 46.0623635, 14.5578144 46.0624591, 14.5577758 46.0625279)",tertiary
10694661891,8090844545,1149622529,1,Letališka cesta,60,38.487,"LINESTRING (14.5584382 46.0620776, 14.5580895 46.0620812, 14.5580478 46.0620845, 14.5580234 46.0620887, 14.5579989 46.0620962, 14.5579523 46.062118)",tertiary
10694661895,10694661891,826588459,2,Letališka cesta,60,40.43,"LINESTRING (14.5589594 46.0620604, 14.5588834 46.0620748, 14.5584382 46.0620776)",tertiary
10694661895,8258312191,1149622519,1,Letališka cesta,50,76.504,"LINESTRING (14.5589594 46.0620604, 14.5588828 46.0620414, 14.5580904 46.0620385, 14.558013 46.0620442, 14.5579734 46.062048)",tertiary
10694661902,8258312196,1149622522,1,Letališka cesta,50,68.28899999999999,"LINESTRING (14.5566147 46.0619561, 14.5568548 46.0619779, 14.55737 46.0619775, 14.5574573 46.0619742, 14.5574973 46.0619708)",tertiary
10694661902,8090844553,1149622541,1,Letališka cesta,60,71.685,"LINESTRING (14.5566147 46.0619561, 14.5568619 46.0619425, 14.5573713 46.0619367, 14.5574189 46.0619317, 14.5574547 46.0619235, 14.5574787 46.0619157, 14.5575023 46.0619059, 14.5575282 46.0618931)",tertiary
10694673210,8258312191,1149622512,1,Letališka cesta,50,12.242999999999999,"LINESTRING (14.5579416 46.061941, 14.5579603 46.0619747, 14.557967 46.0619982, 14.5579714 46.0620213, 14.5579734 46.062048)",tertiary
10694673210,10694673230,1149622538,1,Letališka cesta,60,77.05799999999999,"LINESTRING (14.5579416 46.061941, 14.5580043 46.0619612, 14.5580552 46.0619731, 14.5580917 46.0619798, 14.5581501 46.061984, 14.5587253 46.0619994, 14.5589279 46.0619841)",tertiary
10694673215,10694673217,1149622518,1,Letališka cesta,60,11.78,"LINESTRING (14.5576237 46.0621478, 14.5575875 46.0621297, 14.5575614 46.0621127, 14.5575396 46.0620966, 14.5575147 46.0620745)",tertiary
10694673217,8258312196,1149622517,1,Letališka cesta,50,11.635,"LINESTRING (14.5575147 46.0620745, 14.557503 46.0620322, 14.5574983 46.0619987, 14.5574973 46.0619708)",tertiary
10694673217,10694673233,1149622540,1,Letališka cesta,60,75.591,"LINESTRING (14.5575147 46.0620745, 14.5574591 46.0620564, 14.5574306 46.0620478, 14.5573987 46.0620399, 14.557368 46.0620361, 14.5567722 46.0620208, 14.556547 46.0620336)",tertiary
10694673230,10695731320,"[1149749010, 1149750099]",2,Letališka cesta,60,106.488,"LINESTRING (14.5589279 46.0619841, 14.5591336 46.0619863, 14.5593115 46.0619881, 14.5603079 46.0619985)",tertiary
10694673233,479190619,"[369157584, 1149622650]",2,Letališka cesta,60,489.796,"LINESTRING (14.556547 46.0620336, 14.5556052 46.0620253, 14.5540459 46.0620067, 14.5532368 46.0619976, 14.5508968 46.0619574, 14.5502002 46.0619455)",tertiary
10694675361,10694661895,1149749002,2,Letališka cesta,60,144.478,"LINESTRING (14.5608315 46.0620874, 14.5600564 46.0620721, 14.5589594 46.0620604)",tertiary
10695731317,8258312187,1149749007,1,Letališka cesta,60,84.681,"LINESTRING (14.5628922 46.0621008, 14.5628178 46.0620845, 14.5619325 46.0620826, 14.5618381 46.0620854, 14.5617992 46.062091)",tertiary
10695731317,7717604334,"[1149749008, 1149749009]",1.5,Letališka cesta,60,87.19899999999998,"LINESTRING (14.5628922 46.0621008, 14.5628158 46.062118, 14.5624307 46.0621156, 14.5619326 46.0621224, 14.5618924 46.062125, 14.5618562 46.0621297, 14.5618227 46.0621385, 14.5617764 46.0621571)",tertiary
10695731318,8258312190,1149748995,1,Letališka cesta,50,11.235,"LINESTRING (14.5613386 46.0621111, 14.5613319 46.0620827, 14.5613272 46.0620473, 14.5613285 46.0620106)",tertiary
10695731318,10694675361,1149749003,1,Letališka cesta,60,39.95,"LINESTRING (14.5613386 46.0621111, 14.561295 46.0620985, 14.5612501 46.0620869, 14.5611993 46.0620799, 14.560951 46.0620699, 14.5608315 46.0620874)",tertiary
