u,v,osmid,lanes,name,maxspeed,length,geometry,highway
235884356,59161484,"[150283424, 150283425, 1031846406, 1031846407, 1031846408, 1031846409, 6652428, 34888631, 150283419]",1,"['Savlje', 'Čerinova ulica', 'Ježica']",50,1224.201,"LINESTRING (14.5122222 46.0895896, 14.5122246 46.0896615, 14.5122589 46.0901834, 14.5123042 46.0909866, 14.5123151 46.0911577, 14.5123189 46.0912091, 14.5123265 46.0912629, 14.5123389 46.091314, 14.5123527 46.0913662, 14.5123717 46.0914247, 14.512389 46.0914678, 14.5124135 46.0915171, 14.5124392 46.0915652, 14.512467 46.0916115, 14.5124836 46.0916361, 14.5125364 46.0917091, 14.5131701 46.0924874, 14.5131876 46.0925141, 14.5131943 46.0925357, 14.5131967 46.0925527, 14.5131929 46.0925738, 14.5131865 46.0925909, 14.5131684 46.0926204, 14.5131508 46.0926391, 14.5131209 46.0926597, 14.5130935 46.0926738, 14.5130595 46.0926878, 14.5129956 46.0927104, 14.5125915 46.0928465, 14.5122578 46.0929511, 14.5120252 46.0930325, 14.5119674 46.0930529, 14.5117366 46.0931489, 14.5116194 46.0932074, 14.5115584 46.0932421, 14.51147 46.0932925, 14.5111115 46.0935066, 14.5108036 46.0936813, 14.5105192 46.0938461, 14.5104012 46.0939293, 14.5099692 46.0942005, 14.5096745 46.0943777, 14.5095761 46.0944347, 14.5095112 46.0944701, 14.5094161 46.0945197, 14.5093448 46.0945557, 14.5092265 46.0946073, 14.5091385 46.094643, 14.509033 46.0946824, 14.5089163 46.0947218, 14.5087601 46.0947706, 14.5084562 46.0948532, 14.5081728 46.0949252, 14.5080244 46.0949611, 14.5079164 46.0949872, 14.5078113 46.0950089, 14.5077336 46.0950231, 14.507664 46.095034, 14.5075506 46.0950493, 14.5074901 46.0950553, 14.5074135 46.095063, 14.5072944 46.0950709, 14.5072002 46.0950764, 14.5070486 46.0950852, 14.5069117 46.0950932, 14.5067452 46.0951048, 14.506558 46.0951179, 14.5062092 46.0951492, 14.5058771 46.0951827, 14.5056758 46.0952024, 14.5055448 46.0952136, 14.5053806 46.0952235, 14.505199 46.0952311, 14.5050809 46.0952317, 14.504992 46.0952321, 14.5048867 46.0952319, 14.5048083 46.0952286, 14.5047417 46.0952258, 14.5045832 46.0952176, 14.5044222 46.0952086, 14.504307 46.0952061, 14.5042121 46.0952048, 14.5041204 46.0952043, 14.5040046 46.0952065, 14.5038991 46.0952119, 14.5038465 46.0952167, 14.5037018 46.09523, 14.5035913 46.095244, 14.5034249 46.0952715, 14.5031563 46.095321, 14.5030078 46.0953483)",tertiary
235884356,235883080,"[990103001, 1031847138, 150283421]",3.0,Ulica 7. septembra,50,130.199,"LINESTRING (14.5122222 46.0895896, 14.5129984 46.08955, 14.5131446 46.0895442, 14.5133938 46.0895294, 14.5136186 46.0895141, 14.5137147 46.0895099, 14.513906 46.0895104)",tertiary
248067036,248067037,23009218,1,nan,50,279.151,"LINESTRING (14.5862605 46.0910325, 14.5861607 46.0907198, 14.5860763 46.0903999, 14.5858901 46.0896937, 14.5858075 46.0893886, 14.5857318 46.0891499, 14.5855518 46.0886934, 14.5855738 46.0885754)",motorway_link
248067037,26408428,"[342755805, 294340853, 53619518]",3,Sava,130,785.822,"LINESTRING (14.5855738 46.0885754, 14.5853016 46.0879622, 14.5849882 46.0872596, 14.5844321 46.085978, 14.5841089 46.0852752, 14.5836024 46.0841351, 14.5830819 46.0829592, 14.5825723 46.081822)",motorway
248067269,11161081102,"[23009260, 342723351]",1.5,nan,60,309.66200000000003,"LINESTRING (14.585821 46.0887522, 14.5859709 46.0888944, 14.5861199 46.0891844, 14.5862446 46.0893951, 14.5866248 46.0900026, 14.5868388 46.0903436, 14.5869528 46.0905133, 14.587046 46.0906557, 14.5871363 46.0907989, 14.5872144 46.0909354, 14.5873658 46.0912201, 14.5873801 46.0912585, 14.5873979 46.091306)",motorway_link
248067269,16190999,294340821,2,nan,130,576.093,"LINESTRING (14.585821 46.0887522, 14.586925 46.0912158, 14.5874763 46.0924503, 14.587769 46.09307, 14.588091 46.0936875)",motorway
248067594,16190999,23009261,1,nan,50,233.21,"LINESTRING (14.5875174 46.0916329, 14.587699 46.0922145, 14.5877801 46.092613, 14.587858 46.092921, 14.5879703 46.0932338, 14.5880815 46.093501, 14.588091 46.0936875)",motorway_link
248067614,248067036,23009282,1,nan,50,44.259,"LINESTRING (14.5859377 46.0913204, 14.5860367 46.0912933, 14.5861155 46.0912662, 14.5861799 46.0912244, 14.5862239 46.0911651, 14.5862474 46.0911054, 14.5862605 46.0910325)",motorway_link
248067614,11161117713,342723364,2,Zasavska cesta,50,33.062,"LINESTRING (14.5859377 46.0913204, 14.5861853 46.0913177, 14.5862653 46.0913168, 14.5863664 46.0913165)",primary
248071635,248067594,23009615,1,nan,50,38.544000000000004,"LINESTRING (14.587829 46.0913853, 14.5877167 46.0914153, 14.5876459 46.0914545, 14.5876081 46.0914895, 14.5876052 46.0914937, 14.5875747 46.0915383, 14.5875174 46.0916329)",motorway_link
248071635,11161081103,1204196280,2,nan,50,30.756,"LINESTRING (14.587829 46.0913853, 14.5875619 46.0913898, 14.5875227 46.0913905, 14.5874303 46.0913925)",primary
248071682,248067269,"[284697304, 294340818, 53619492, 53619519]",3,Sava,130,623.051,"LINESTRING (14.5834427 46.0833973, 14.5837805 46.084163, 14.5842807 46.0852955, 14.5848727 46.0866062, 14.5851384 46.0872132, 14.5854627 46.0879399, 14.585821 46.0887522)",motorway
248071903,26408431,"[190903008, 284697308, 284697310]",3.5,nan,115.0,970.273,"LINESTRING (14.5816288 46.079701, 14.5813116 46.0789875, 14.5800068 46.0760104, 14.5795526 46.0750299, 14.5787956 46.0732854, 14.5782685 46.0720269, 14.5779966 46.0713473)",motorway
248071904,11161081090,23009645,1,nan,40,291.07800000000003,"LINESTRING (14.5824362 46.0811336, 14.5825723 46.081268, 14.5826628 46.0814499, 14.582701 46.0815094, 14.5827464 46.0815627, 14.5827989 46.0816187, 14.5828553 46.0816652, 14.5829176 46.0817034, 14.5829739 46.0817313, 14.5830417 46.0817555, 14.5831208 46.0817778, 14.5832066 46.0817913, 14.5833032 46.0817927, 14.5833897 46.081782, 14.5834547 46.0817666, 14.5835164 46.081748, 14.5835875 46.0817197, 14.5836418 46.081688, 14.5836948 46.0816462, 14.583737 46.0816006, 14.5837746 46.0815471, 14.5838061 46.0814903, 14.5838269 46.0814466, 14.5838463 46.0813908, 14.5838571 46.0813438, 14.5838651 46.0812941, 14.5838685 46.0812424, 14.5838691 46.0811894, 14.5838678 46.0811308, 14.5838597 46.0810769, 14.5838497 46.0810331, 14.5838363 46.0809908, 14.5838168 46.0809415, 14.5837974 46.0808996, 14.5837726 46.0808527, 14.5837498 46.0808122, 14.5837169 46.0807666, 14.5836794 46.0807192, 14.5836432 46.080681, 14.5836002 46.0806373, 14.5835479 46.0805913, 14.5833608 46.0804237)",motorway_link
248071904,248071682,284697306,2,nan,130,263.41200000000003,"LINESTRING (14.5824362 46.0811336, 14.5827091 46.0817522, 14.58298 46.0823559, 14.5834427 46.0833973)",motorway
248933118,16820750,424064677,2,Zaloška cesta,50,62.607,"LINESTRING (14.5371761 46.0562524, 14.5370462 46.0562709, 14.5368867 46.056266, 14.5367828 46.0562607, 14.5365844 46.0562472, 14.5365215 46.0562429, 14.5363902 46.0561893)",primary
248933118,248959274,"[1189226529, 1189226530, 1189226531, 1189226532, 939472028]",3,Zaloška cesta,50,189.58999999999997,"LINESTRING (14.5371761 46.0562524, 14.5373098 46.056254, 14.5374078 46.0562528, 14.5376443 46.0562441, 14.5378439 46.0562314, 14.5380555 46.056214, 14.5382985 46.0561889, 14.5384649 46.0561712, 14.5386223 46.0561485, 14.5388749 46.0561101, 14.5392344 46.056064, 14.5396027 46.0560117)",primary
248959274,248933118,"[1189226529, 1189226530, 1189226531, 1189226532, 939472028]",3,Zaloška cesta,50,189.59000000000003,"LINESTRING (14.5396027 46.0560117, 14.5392344 46.056064, 14.5388749 46.0561101, 14.5386223 46.0561485, 14.5384649 46.0561712, 14.5382985 46.0561889, 14.5380555 46.056214, 14.5378439 46.0562314, 14.5376443 46.0562441, 14.5374078 46.0562528, 14.5373098 46.056254, 14.5371761 46.0562524)",primary
248959274,5282407252,"[1189226528, 8657052]",3,Zaloška cesta,50,80.706,"LINESTRING (14.5396027 46.0560117, 14.5398274 46.055925, 14.5401203 46.0558961, 14.5403111 46.0558813, 14.5403919 46.0558743, 14.5406105 46.0558603)",primary
249335932,8241131570,"[974840920, 149744513, 1055208421, 1055208422]",4.5,Karlovška cesta,50,165.495,"LINESTRING (14.5101823 46.0445494, 14.5107183 46.0442675, 14.5109958 46.0441227, 14.5115013 46.0438584, 14.51169 46.0437633, 14.5117504 46.0437331, 14.5119018 46.0436604)",primary
249335932,8241131572,974840924,3,Karlovška cesta,50,33.512,"LINESTRING (14.5101823 46.0445494, 14.5099516 46.0447109, 14.5099187 46.0447291, 14.5098684 46.0447571)",primary
255161937,8567559034,"[1158558226, 1119568691]",1,Cesta dveh cesarjev,40,23.661,"LINESTRING (14.4756903 46.0320829, 14.475667 46.032136, 14.4756278 46.0321856, 14.4755565 46.0322733)",tertiary
255161937,26509554,"[1172475072, 39764643, 996690500, 327500693, 1172475065, 1172475066, 1172475067, 1172475068, 1172475069, 1172475070, 1172475071]",2.5,Cesta dveh cesarjev,45.0,2049.0089999999996,"LINESTRING (14.4756903 46.0320829, 14.4758914 46.0319082, 14.4760312 46.0317885, 14.4761338 46.0317075, 14.4762173 46.0316474, 14.4763019 46.0315905, 14.4763882 46.0315372, 14.4764818 46.0314864, 14.4766092 46.0314227, 14.4767074 46.031379, 14.4768091 46.0313372, 14.4769142 46.0312999, 14.4770579 46.0312542, 14.4772034 46.031214, 14.4773125 46.0311871, 14.4774353 46.03116, 14.4775309 46.0311402, 14.4778026 46.0310884, 14.4779873 46.0310554, 14.4783429 46.0309919, 14.4787698 46.0309174, 14.4789689 46.0308828, 14.4793833 46.03081, 14.4798127 46.0307347, 14.480359 46.0306407, 14.4805269 46.0306113, 14.4806621 46.0305887, 14.4807903 46.0305669, 14.4811395 46.0305074, 14.4812399 46.0304896, 14.4814109 46.0304609, 14.4823214 46.0303077, 14.4824663 46.0302846, 14.4845075 46.0299435, 14.4848033 46.0298943, 14.4870458 46.0295226, 14.4879116 46.0293782, 14.4890182 46.0291898, 14.489097 46.0291782, 14.4891594 46.0291691, 14.4892147 46.0291637, 14.4892878 46.0291592, 14.4893702 46.0291579, 14.4894726 46.0291602, 14.4895109 46.0291638, 14.4895851 46.0291724, 14.489659 46.0291838, 14.4897586 46.0292037, 14.4898532 46.0292263, 14.4899304 46.0292476, 14.4901206 46.0293077, 14.4911768 46.0296592, 14.4915905 46.029797, 14.4918091 46.0298733, 14.4919724 46.0299306, 14.4921797 46.0300066, 14.492615 46.030166, 14.4927228 46.0302058, 14.4928331 46.0302464, 14.4928979 46.0302688, 14.4931245 46.0303452, 14.4931952 46.0303692, 14.4933708 46.0304222, 14.4934394 46.0304434, 14.4936505 46.0305079, 14.4937224 46.0305299, 14.4937728 46.0305453, 14.4938417 46.0305664, 14.4939178 46.0305896, 14.4947423 46.0308404, 14.4947966 46.0308576, 14.4952917 46.0310096, 14.4953528 46.0310284, 14.4958857 46.0311963, 14.4960527 46.0312497, 14.4961268 46.0312734, 14.4963511 46.0313468, 14.4964278 46.0313718, 14.4965459 46.0314105, 14.4967667 46.0314841, 14.4968109 46.0314988, 14.4969596 46.0315484, 14.4972251 46.0316369, 14.4981516 46.0319548, 14.4983362 46.0320181, 14.4984414 46.0320544, 14.4985507 46.0320903, 14.4987403 46.0321451, 14.4988591 46.0321736, 14.4990047 46.0322041, 14.4993614 46.0322651, 14.4995105 46.0322906, 14.5000988 46.0323916, 14.5002095 46.0324125, 14.5003702 46.03245)",tertiary
269174389,3748330804,"[1191024677, 1184962789, 1184962791, 1184962792, 376297492, 151883610]",2,"['Zgornja Besnica', 'Besnica']",50,8368.414999999999,"LINESTRING (14.738435 46.0124889, 14.7383979 46.0124278, 14.7383353 46.012384, 14.7382584 46.0123533, 14.7381307 46.0123224, 14.7379051 46.0122735, 14.7376756 46.0122353, 14.7373735 46.0121985, 14.7370126 46.0121827, 14.7367738 46.012195, 14.7365447 46.0122216, 14.7362427 46.0122825, 14.7359812 46.012371, 14.7357833 46.0124922, 14.7356403 46.0126306, 14.7355201 46.0128118, 14.735433 46.0130355, 14.7354151 46.0131527, 14.7354462 46.0132943, 14.7355216 46.0134365, 14.7358741 46.0138497, 14.735946 46.0139942, 14.7359486 46.0141894, 14.7358628 46.0143365, 14.7356827 46.0144802, 14.7355442 46.0145184, 14.735418 46.0145188, 14.7352687 46.0145026, 14.7351894 46.0144788, 14.7350567 46.0144189, 14.7349281 46.0143147, 14.7347197 46.0140392, 14.7346005 46.013893, 14.7345226 46.0138342, 14.7343913 46.0137851, 14.7342702 46.0137677, 14.7341351 46.0137779, 14.7339864 46.0138271, 14.7336364 46.0139945, 14.7329655 46.0142714, 14.7326889 46.014417, 14.7324221 46.0145801, 14.7321586 46.0146858, 14.7319391 46.0147386, 14.7317626 46.0147637, 14.7315794 46.0147748, 14.7313826 46.0147724, 14.7311389 46.0147606, 14.7308758 46.0147731, 14.730173 46.014836, 14.7292971 46.0149402, 14.7290852 46.0149885, 14.7289081 46.0150758, 14.7280848 46.0155905, 14.7274799 46.0159787, 14.7270641 46.0162341, 14.7265671 46.0165574, 14.726286 46.0167104, 14.7260651 46.0167689, 14.7257067 46.0168204, 14.7255 46.0168656, 14.7252878 46.0169488, 14.7251126 46.0170542, 14.724916 46.0172107, 14.7243875 46.0175973, 14.7241105 46.0177906, 14.7237675 46.0179973, 14.7227268 46.0185626, 14.7219661 46.0190392, 14.7218007 46.0191141, 14.7216195 46.0191822, 14.7214112 46.0192342, 14.7207989 46.0193394, 14.7198123 46.0194654, 14.7195446 46.0194883, 14.7191999 46.0194914, 14.7188443 46.0194693, 14.7185609 46.0194392, 14.7182969 46.0194333, 14.717978 46.0194482, 14.7176553 46.0194738, 14.7168601 46.0195282, 14.7164096 46.0195495, 14.7161663 46.0195868, 14.7159084 46.0196524, 14.7156602 46.0197396, 14.715232 46.0198826, 14.7150053 46.0199369, 14.7147569 46.0199623, 14.7144873 46.019944, 14.713938 46.0198392, 14.7135076 46.0197293, 14.713021 46.0196396, 14.7125044 46.0195712, 14.7119801 46.0194948, 14.7117714 46.0194789, 14.7116214 46.0194798, 14.7114249 46.0195084, 14.7112595 46.0195748, 14.7111305 46.0196612, 14.7110313 46.0197773, 14.7108549 46.0199614, 14.7106717 46.020143, 14.7105632 46.0202352, 14.7105058 46.0202691, 14.7104238 46.0203127, 14.7101228 46.0204522, 14.709959 46.0205512, 14.7097895 46.0206803, 14.7096357 46.0208423, 14.7094488 46.0211404, 14.7092675 46.0214983, 14.7090371 46.0219909, 14.7088649 46.0224295, 14.7087344 46.0226633, 14.7085724 46.0228666, 14.7084034 46.0229724, 14.7080788 46.0230936, 14.7077008 46.0232157, 14.7072072 46.0234611, 14.7068377 46.0236112, 14.7065252 46.0236932, 14.7062043 46.0237467, 14.7059804 46.0237887, 14.7057487 46.0238467, 14.7053674 46.023967, 14.7050201 46.0241044, 14.7041018 46.0245423, 14.7037615 46.0247277, 14.7036421 46.0247928, 14.7031618 46.0250705, 14.7022456 46.0255666, 14.7021022 46.0256634, 14.7019954 46.0257355, 14.7019131 46.0258237, 14.7018594 46.0259182, 14.7017716 46.0261906, 14.7017001 46.0266419, 14.7016666 46.0269491, 14.7016236 46.0272381, 14.7015989 46.0273587, 14.7015433 46.0274728, 14.7014502 46.0275872, 14.7013113 46.0277148, 14.7010892 46.0279182, 14.700911 46.0281539, 14.7007645 46.0284516, 14.7006237 46.0287914, 14.7004127 46.0291354, 14.6999834 46.029538, 14.6995139 46.0299328, 14.6991075 46.0301932, 14.6986203 46.0305287, 14.6982378 46.0308109, 14.6978168 46.031111, 14.6974328 46.0313901, 14.6970772 46.0316095, 14.6969218 46.0316639, 14.6967692 46.0317, 14.6965336 46.0317081, 14.6963001 46.0316973, 14.6960505 46.0316856, 14.6958147 46.0316644, 14.6955789 46.0316507, 14.6952526 46.0316332, 14.6948921 46.0316275, 14.694567 46.0316432, 14.6944105 46.0316619, 14.6942954 46.0316857, 14.6941296 46.0317314, 14.6940067 46.0317793, 14.6936073 46.0319995, 14.6931787 46.0321926, 14.692809 46.0323626, 14.6925538 46.0324487, 14.6922964 46.0325371, 14.692087 46.0326091, 14.6919998 46.0326437, 14.6916584 46.0328022, 14.6913165 46.0329567, 14.6907714 46.0330618, 14.6903808 46.0331, 14.6899318 46.0331556, 14.689531 46.0332234, 14.6890977 46.0333078, 14.6886415 46.0333514, 14.6883809 46.0333368, 14.6881609 46.0333221, 14.6875783 46.033257, 14.6872142 46.0332389, 14.6867884 46.0332293, 14.6865619 46.0332605, 14.6863797 46.0332998, 14.6857445 46.0335001, 14.6853203 46.0336066, 14.6851546 46.033621, 14.6849931 46.0336165, 14.6848354 46.0335843, 14.6846868 46.0335389, 14.6845493 46.0334933, 14.6843787 46.0334286, 14.6841703 46.0333614, 14.6838663 46.0332732, 14.6822004 46.0328286, 14.6811012 46.0325773, 14.6806802 46.0325154, 14.6803707 46.032485, 14.6800351 46.0324684, 14.6794887 46.0324392, 14.679196 46.0324086, 14.6789063 46.032362, 14.6785628 46.0322783, 14.6782455 46.0321722, 14.6779947 46.0321007, 14.6777976 46.0320633, 14.6775913 46.0320515, 14.6771788 46.0320594, 14.6764665 46.0320723, 14.6760116 46.0320746, 14.6756424 46.0320505, 14.6752975 46.0319951, 14.675001 46.0319139, 14.6746838 46.0318177, 14.6744446 46.031746, 14.6740901 46.0316898, 14.6735482 46.0316985, 14.6732894 46.0316808, 14.6730491 46.0316256, 14.6727792 46.0315427, 14.6724307 46.0314598, 14.6721741 46.0314298, 14.6718819 46.0314329, 14.6712274 46.0315282, 14.6706151 46.0316204, 14.6700151 46.0316933, 14.6696728 46.0317212, 14.6692411 46.0317266, 14.6687635 46.0317111, 14.6682427 46.0317019, 14.6679577 46.0317192, 14.66769 46.0317643, 14.6674091 46.0318417, 14.6671517 46.0319454, 14.6668312 46.0321172, 14.6665106 46.0323004, 14.6662752 46.0324338, 14.6660752 46.0325404, 14.6658815 46.0326548, 14.6655986 46.0327884, 14.6653753 46.0328452, 14.6648566 46.0329505, 14.6646269 46.032984, 14.6642546 46.033004, 14.6639101 46.0330454, 14.6635517 46.0331178, 14.6631342 46.0332297, 14.6628615 46.0333149, 14.6625883 46.033415, 14.6624398 46.0334878, 14.6622515 46.0336184, 14.6620389 46.0337954, 14.6618176 46.0339651, 14.6615361 46.0341239, 14.6610625 46.0343171, 14.6608115 46.0343792, 14.660701 46.0344065, 14.6606884 46.0344096, 14.6603938 46.0344341, 14.6601096 46.0344939, 14.6598794 46.0345869, 14.6596422 46.0347421, 14.6594513 46.0348791, 14.6592488 46.0349833, 14.6589899 46.0350561, 14.6585565 46.0351624, 14.6583097 46.0352399, 14.6580961 46.0353214, 14.6578635 46.035404, 14.6576318 46.0354505, 14.6574215 46.0354665, 14.6569513 46.0354847, 14.656521 46.0355438, 14.6564081 46.0355595, 14.6563005 46.0355636, 14.6561942 46.035564, 14.6561051 46.0355541, 14.6559821 46.0355302, 14.6559113 46.0355059, 14.6557046 46.035432, 14.6555756 46.0353854, 14.6554164 46.0353433, 14.6553136 46.0353272, 14.6552043 46.0353136, 14.6550753 46.0353087, 14.6549386 46.0353122, 14.6548578 46.0353198, 14.654788 46.0353286, 14.6547205 46.0353411, 14.6546556 46.0353561, 14.654566 46.0353815, 14.654439 46.0354259, 14.6543124 46.0354774, 14.6540895 46.0355723, 14.6538416 46.0356657, 14.6537235 46.0356989, 14.6536082 46.0357253, 14.6532674 46.0357891, 14.6528869 46.0358598, 14.6526064 46.0359254, 14.6523735 46.0359938, 14.6517097 46.0361496, 14.6514648 46.0362305, 14.6512438 46.0363429, 14.6510955 46.0364357, 14.6508807 46.0365701, 14.6504469 46.0368378, 14.6503369 46.0369057, 14.650251 46.036957, 14.6501862 46.0369937, 14.6501108 46.0370251, 14.6500543 46.0370461, 14.6500115 46.037054, 14.6499563 46.0370573, 14.6499123 46.0370531)",secondary
269548288,65185643,"[881299068, 1118627586, 1029689708, 1029689709, 849690670, 923190672, 298675152, 1029690170, 1029690171, 1029683900, 24810235]",2.5,Pot za Brdom,55.0,1072.5200000000002,"LINESTRING (14.4613945 46.0472101, 14.4613788 46.0473319, 14.4613723 46.0473824, 14.4613016 46.048042, 14.4612321 46.0486798, 14.4611227 46.0496887, 14.4610959 46.0498041, 14.4610614 46.0499053, 14.4610154 46.0500409, 14.4609474 46.050171, 14.4608657 46.0503061, 14.4607882 46.0504071, 14.4606361 46.0505789, 14.4604675 46.0507379, 14.4603801 46.0508072, 14.4602961 46.050869, 14.4601555 46.0509678, 14.4600258 46.0510474, 14.4599279 46.051102, 14.459872 46.0511317, 14.4597145 46.0512079, 14.4595276 46.0512845, 14.4594639 46.0513079, 14.4592626 46.0513778, 14.4591103 46.0514235, 14.4589336 46.051469, 14.4587617 46.0515065, 14.4585919 46.0515382, 14.4584902 46.0515552, 14.4583618 46.0515723, 14.4581196 46.0516022, 14.4579735 46.0516241, 14.4578263 46.0516502, 14.4576954 46.0516777, 14.4575903 46.0517045, 14.4574812 46.051734, 14.4573681 46.0517696, 14.4572858 46.051797, 14.4571939 46.0518311, 14.4570368 46.0518948, 14.4568994 46.0519598, 14.4567247 46.0520556, 14.4565923 46.0521391, 14.4564749 46.0522194, 14.4563741 46.0522956, 14.4562162 46.0524155, 14.4560865 46.052534, 14.455969 46.0526564, 14.4558189 46.0528181, 14.4555372 46.0531712, 14.4554158 46.0533634, 14.4553328 46.053503, 14.4552853 46.0535828, 14.4551239 46.0539347, 14.4550444 46.0540745, 14.454969 46.0541689, 14.4548771 46.0542627, 14.4547634 46.054365, 14.4546718 46.0544441, 14.4546046 46.0544977, 14.4545406 46.0545445, 14.4544559 46.0545986)",tertiary
269548288,16373943,"[1029683904, 1029678242, 1031834115, 1031834116, 1031834117, 1031834118, 180641412, 180641413, 1031837422, 1031834511, 1031834512, 1031834513, 1031837423, 923190164, 416322805, 1031836987, 1031836989]",2.5,Cesta na Brdo,50,1499.5990000000002,"LINESTRING (14.4613945 46.0472101, 14.461572 46.0472157, 14.4616437 46.0472184, 14.4620121 46.0472321, 14.4627014 46.0472626, 14.4639666 46.0473113, 14.464153 46.0473185, 14.4643818 46.0473345, 14.4646734 46.0473537, 14.4648942 46.047368, 14.4650442 46.0473723, 14.4652978 46.0473747, 14.4656885 46.0473549, 14.4659631 46.0473269, 14.4662346 46.0472881, 14.4664902 46.0472392, 14.4666093 46.0472123, 14.4667757 46.0471712, 14.4669644 46.0471174, 14.4671419 46.0470622, 14.4672613 46.0470211, 14.4673853 46.0469749, 14.4675153 46.0469216, 14.467974 46.046731, 14.4684197 46.0465221, 14.4685447 46.0464732, 14.4688152 46.0463622, 14.4688659 46.0463415, 14.4692579 46.0461816, 14.4695146 46.0460785, 14.4698485 46.045942, 14.4703416 46.0457489, 14.4704246 46.0457198, 14.4707959 46.0456085, 14.4710233 46.0455532, 14.4713433 46.0454821, 14.4716455 46.045424, 14.4717749 46.0454028, 14.4718957 46.0453827, 14.4722396 46.0453384, 14.4724931 46.0453142, 14.4727446 46.0452928, 14.4729481 46.0452757, 14.4737643 46.045178, 14.4738294 46.0451688, 14.4742826 46.0450939, 14.4747572 46.0450163, 14.4748355 46.0450035, 14.4750521 46.0449681, 14.4759292 46.0448247, 14.4760975 46.0447972, 14.4762781 46.0447709, 14.476537 46.0447376, 14.4767034 46.0447203, 14.4768668 46.0447134, 14.4771166 46.0447028, 14.4775868 46.0446978, 14.4778256 46.0447091, 14.4780725 46.0447193, 14.4784933 46.0447421, 14.4798851 46.0448577, 14.4799529 46.0448697, 14.4800198 46.0448899)",tertiary
269548288,27435171,"[1029678637, 923190166, 4565591, 1029683901, 1029683902]",2.5,Cesta na Brdo,50,597.1579999999999,"LINESTRING (14.4613945 46.0472101, 14.461221 46.0472046, 14.4611464 46.0472022, 14.4609209 46.0471954, 14.4607622 46.0471943, 14.4607323 46.0471959, 14.4606477 46.0472004, 14.4605458 46.0472059, 14.4603236 46.0472231, 14.4599639 46.0472644, 14.4593533 46.0473363, 14.4592168 46.0473533, 14.4580467 46.0474825, 14.457346 46.0475591, 14.4561038 46.0476924, 14.4560434 46.0476984, 14.4555622 46.0477356, 14.4552115 46.0477361, 14.4544665 46.047738, 14.4538467 46.0477321, 14.453717 46.0477308)",tertiary
269548288,6249466133,"[150787489, 1029702179, 1029702180, 1029702181, 1118628198, 1029702182, 667455850, 1029706367, 279259839, 1029706366, 1029683903]",2.5,Pot Rdečega križa,50,669.4559999999999,"LINESTRING (14.4613945 46.0472101, 14.4614102 46.0470872, 14.4614165 46.0470381, 14.4614725 46.0467355, 14.461516 46.0465739, 14.4615571 46.0464173, 14.4616146 46.0462521, 14.4616855 46.0460771, 14.4618075 46.0458449, 14.4618908 46.0456715, 14.4619011 46.04565, 14.4619933 46.0454791, 14.4621563 46.0451792, 14.4622206 46.0450361, 14.4622771 46.044912, 14.4624088 46.04462, 14.462427 46.0445785, 14.462463 46.0444816, 14.4625191 46.0443306, 14.4625945 46.0441029, 14.4626575 46.0438889, 14.4627039 46.0437066, 14.4627603 46.0434245, 14.4627952 46.0432313, 14.4628178 46.0430749, 14.4628371 46.0429413, 14.4628728 46.0426969, 14.4628908 46.0425965, 14.462912 46.0425135, 14.4629367 46.0424438, 14.4629669 46.042379, 14.4630053 46.0422991, 14.4630612 46.0422017, 14.4631343 46.0420858, 14.4632061 46.0419778, 14.4632698 46.0418967, 14.4632842 46.04188, 14.4633184 46.0418402, 14.4633454 46.0418088, 14.4634515 46.0417046, 14.4635387 46.0416265, 14.4635805 46.0415902, 14.4637081 46.0414752)",tertiary
271009799,1653007107,"[983143425, 983143426, 983143427, 983143428, 983144495, 983144496, 833843095, 983142003, 24960663, 515146685]",3.0,Celovška cesta,60,593.4209999999998,"LINESTRING (14.4813344 46.0783291, 14.4816238 46.0779693, 14.4818365 46.0776976, 14.4820249 46.0774429, 14.4822566 46.0771136, 14.4824457 46.0768606, 14.4825664 46.0767066, 14.4825964 46.0766678, 14.4826992 46.0765486, 14.4828249 46.0764005, 14.4829269 46.0762822, 14.4831775 46.0760184, 14.4833683 46.0758292, 14.4835036 46.0757019, 14.483584 46.0756288, 14.4836666 46.0755546, 14.4837373 46.0754903, 14.4839759 46.0752879, 14.4840909 46.0751902, 14.4845591 46.0748011, 14.4847695 46.074623, 14.485078 46.0743852, 14.4852371 46.0742512, 14.4854181 46.0740896, 14.4856047 46.0739173)",primary
271009865,271009997,24938665,1,nan,60,77.67099999999999,"LINESTRING (14.481663 46.0793754, 14.4813395 46.0793824, 14.4812768 46.0793867, 14.4812226 46.0793942, 14.4811415 46.0794108, 14.4810983 46.0794247, 14.4810564 46.0794417, 14.4810013 46.0794742, 14.4809268 46.0795219, 14.4807646 46.0796151)",primary_link
271009865,8397664627,904222587,3,nan,50,50.918,"LINESTRING (14.481663 46.0793754, 14.4813887 46.0793212, 14.4811845 46.0792729, 14.4811232 46.0792587, 14.4810346 46.0792358)",primary_link
271009997,8413102509,"[983398786, 24446341, 983399089, 1181218005, 1181218006]",2.5,Celovška cesta,70,433.094,"LINESTRING (14.4807646 46.0796151, 14.4806457 46.0797779, 14.4804265 46.0800536, 14.4802999 46.0802103, 14.4801745 46.0803681, 14.4800569 46.0805251, 14.4797307 46.0810024, 14.4792779 46.0816574, 14.4788138 46.082332, 14.4784436 46.0828707, 14.4783943 46.0829367, 14.4782736 46.0831046)",primary
