                              minimum      maximum
R1482                     2450.000000  3700.000000
R1483                        0.000000  2700.000000
R1484                        0.000000  4500.000000
R1485                        0.000000  4500.000000
R1486                     1800.000000  1800.000000
R1487                        0.000000  1800.000000
R1488                        0.000000  1800.000000
R1489                        0.000000  3600.000000
R1490                        0.000000  3600.000000
R1491                        0.000000  3600.000000
R1492                        0.000000     0.000000
R1493                        0.000000  9000.000000
R1494                        0.000000  4500.000000
R1495                        0.000000  2700.000000
R1496                        0.000000  3600.000000
R1497                        0.000000  3600.000000
R1498                        0.000000  1800.000000
R1499                      650.000000  4500.000000
R1500                        0.000000  1800.000000
R1501                        0.000000  1800.000000
R1502                        0.000000  4500.000000
R1503                        0.000000  3600.000000
R1504                      536.000000   536.000000
R1505                        0.000000  1800.000000
R1506                      273.500000   273.500000
R1507                        0.000000  4500.000000
R1508                        0.000000  5400.000000
R1509                        0.000000  4500.000000
R1510                     5400.000000  5400.000000
R1511                     5400.000000  5400.000000
R1512                     1150.000000  5400.000000
R1513                     5400.000000  5400.000000
R1514                     1231.000000  6300.000000
R1515                      361.750000   361.750000
R1516                        0.000000  3557.500000
R1517                      319.250000   319.250000
R1518                        0.000000  2325.500000
R1519                        0.000000  1800.000000
R1520                        0.000000  3600.000000
R1521                        0.000000  3600.000000
R1522                        0.000000  3600.000000
R1523                        0.000000  3600.000000
R1524                        0.000000  3600.000000
R1525                        0.000000  3600.000000
R1526                        0.000000  3600.000000
R1527                     5400.000000  5400.000000
R1528                      150.000000  2700.000000
R1529                        0.000000  1150.000000
R1530                     1800.000000  1800.000000
R1531                     1150.000000  3600.000000
R1532                      312.000000   312.000000
R1533                        0.000000  1800.000000
R1534                        0.000000  5400.000000
R1535                     1150.000000  1800.000000
R1536                        0.000000   650.000000
R1537                        0.000000  4500.000000
R1538                        0.000000  5400.000000
R1539                        0.000000  6000.000000
R1540                        0.000000  5400.000000
R1541                        0.000000  5400.000000
R1542                     3149.250000  4500.000000
R1543                        0.000000     0.000000
R1544                      623.500000   623.500000
R1545                        0.000000     0.000000
R1546                     1800.000000  5400.000000
R1547                        0.000000  1800.000000
R1548                        0.000000  5400.000000
R1549                        0.000000  3600.000000
R1550                        0.000000  1150.000000
R1551                        0.000000  7200.000000
R1552                        0.000000  4500.000000
R1553                        0.000000     0.000000
R1554                        0.000000  1800.000000
R1555                        0.000000  4500.000000
R1556                        0.000000  3600.000000
R1557                        0.000000  3600.000000
R1558                        0.000000     0.000000
R1559                        0.000000  3600.000000
R1560                        0.000000  1800.000000
R1561                     1800.000000  1800.000000
R1562                        0.000000  2450.000000
R1563                        0.000000  1800.000000
R1564                     1800.000000  1800.000000
R1565                     2450.000000  5000.000000
R1566                        0.000000  1800.000000
R1567                        0.000000  1800.000000
R1568                        0.000000  1800.000000
R1569                      650.000000  3600.000000
R1570                        0.000000  1800.000000
R1571                        0.000000  3828.000000
R1572                        0.000000   599.500000
R1573                        0.000000   599.500000
R1574                        0.000000  5400.000000
R1575                        0.000000  3600.000000
R1576                        0.000000  3600.000000
R1577                        0.000000  5400.000000
R1578                        0.000000  7200.000000
R1579                      650.000000  5400.000000
R1580                        0.000000  3600.000000
R1581                        0.000000  1800.000000
R1582                      149.000000   149.000000
R1583                        0.000000  3600.000000
R1584                        0.000000  3600.000000
R1585                     3600.000000  3600.000000
R1586                      535.000000   535.000000
R1587                        0.000000   719.500000
R1588                      177.500000  5400.000000
R1589                        0.000000  1622.500000
R1590                        0.000000  1150.000000
R1591                        0.000000     0.000000
R1592                        0.000000  3600.000000
R1593                        0.000000  7200.000000
R1594                     1800.000000  1800.000000
R1595                        0.000000  2700.000000
R1596                        0.000000  7200.000000
R1597                        0.000000  1800.000000
R1598                      650.000000  4500.000000
R1599                     2700.000000  2700.000000
R1600                     1150.000000  3600.000000
R1601                        0.000000  2700.000000
R1602                        0.000000     0.000000
R1603                        0.000000  2700.000000
R1604                        0.000000  5400.000000
R1605                        0.000000  4500.000000
R1606                        0.000000  3600.000000
R1607                        0.000000  4500.000000
R1608                        0.000000  1800.000000
R1609                        0.000000  1800.000000
R1610                        0.000000  3100.000000
R1611                        0.000000  2950.000000
R1612                     3100.000000  4500.000000
R1613                        0.000000  1800.000000
R1614                      150.000000  4500.000000
R1615                        0.000000  1400.000000
R1616                     2700.000000  2700.000000
R1617                        0.000000  3600.000000
R1618                        0.000000  3600.000000
R1619                        0.000000  3600.000000
R1620                        0.000000  3600.000000
R1621                        0.000000  3600.000000
R1622                        0.000000  4500.000000
R1623                        0.000000  1800.000000
R1624                        0.000000  3600.000000
R1625                        0.000000  1800.000000
R1626                        0.000000  2450.000000
R1627                        0.000000  1800.000000
R1628                        0.000000     0.000000
R1629                        0.000000  2450.000000
R1630                      650.000000  3600.000000
R1631                     1800.000000  1800.000000
R1632                     3450.000000  6300.000000
R1633                        0.000000     0.000000
R1634                        0.000000     0.000000
R1635                        0.000000  3600.000000
R1636                      685.500000   685.500000
R1637                        0.000000  3956.000000
R1638                        0.000000  2800.000000
R1639                        0.000000  4350.000000
R1640                        0.000000  4500.000000
R1641                        0.000000  5400.000000
R1642                        0.000000     0.000000
R1643                        0.000000     0.000000
R1644                        0.000000     0.000000
R1645                        0.000000  4500.000000
R1646                       26.000000    26.000000
R1647                      435.000000   435.000000
R1648                        0.000000  1753.250000
R1649                     4500.000000  4500.000000
R1650                        0.000000  3600.000000
R1651                        0.000000  1800.000000
R1652                        0.000000  3828.000000
R1653                        0.000000  1128.000000
R1654                     1572.000000  4500.000000
R1655                     1550.000000  3828.000000
R1656                        0.000000     0.000000
R1657                     1572.000000  2700.000000
R1658                        0.000000  5400.000000
R1659                        0.000000  3600.000000
R1660                     1150.000000  2450.000000
R1661                     2300.000000  3600.000000
R1662                     4500.000000  4500.000000
R1663                        0.000000  1800.000000
R1664                        0.000000  1800.000000
R1665                        0.000000  3600.000000
R1666                        0.000000  3600.000000
R1667                        0.000000  1800.000000
R1668                        0.000000  7200.000000
R1669                        0.000000  2300.000000
R1670                     1150.000000  2450.000000
R1671                        0.000000  3600.000000
R1672                        0.000000  1800.000000
R1673                     1800.000000  1800.000000
R1674                        0.000000  1800.000000
R1675                        0.000000     0.000000
R1676                     2700.000000  2700.000000
R1677                     1150.000000  3600.000000
R1678                        0.000000  1800.000000
R1679                        0.000000  2700.000000
R1680                        0.000000  3600.000000
R1681                        0.000000  1150.000000
R1682                        0.000000  1950.000000
R1683                        0.000000  1800.000000
R1684                        0.000000  4500.000000
R1685                        0.000000  1800.000000
R1686                        0.000000  3600.000000
R1687                        0.000000  1800.000000
R1688                      650.000000  3600.000000
R1689                        0.000000     0.000000
R1690                     1800.000000  1800.000000
R1691                        0.000000   650.000000
R1692                     1287.750000  1800.000000
R1693                        0.000000     0.000000
R1694                        0.000000  3212.250000
R1695                        0.000000   512.250000
R1696                      992.000000   992.000000
R1697                        0.000000  4500.000000
R1698                        0.000000  3600.000000
R1699                        0.000000  3600.000000
R1700                      167.250000   167.250000
R1701                        0.000000  3600.000000
R1702                     1800.000000  1800.000000
R1703                     3600.000000  3600.000000
R1704                        0.000000  3600.000000
R1705                        0.000000  1650.000000
R1706                        0.000000     0.000000
R1707                      650.000000  3600.000000
R1708                        0.000000  2450.000000
R1709                      150.000000  1800.000000
R1710                        0.000000  1150.000000
R1711                        0.000000  3600.000000
R1712                       16.000000  1800.000000
R1713                        0.000000     0.000000
R1714                        0.000000     0.000000
R1715                        0.000000     0.000000
R1716                        0.000000  5400.000000
R1717                        0.000000  5400.000000
R1718                        0.000000  1150.000000
R1719                        0.000000  3600.000000
R1720                        0.000000  5400.000000
R1721                        0.000000  1800.000000
R1722                        0.000000  3600.000000
R1723                        0.000000  1800.000000
R1724                        0.000000  3600.000000
R1725                        0.000000  1800.000000
R1726                        0.000000  3600.000000
R1727                        0.000000  3600.000000
R1728                        0.000000  3600.000000
R1729                        0.000000  1800.000000
R1730                        0.000000  3600.000000
R1731                        0.000000  1800.000000
R1732                        0.000000  4500.000000
R1733                     1300.000000  2300.000000
R1734                        0.000000  7200.000000
R1735                        0.000000  1150.000000
R1736                        0.000000  7200.000000
R1737                        0.000000  9000.000000
R1738                        0.000000  9000.000000
R1739                        0.000000  5400.000000
R1740                      650.000000  5400.000000
R1741                        0.000000     0.000000
R1742                        0.000000  5400.000000
R1743                        0.000000  3600.000000
R1744                        0.000000  1800.000000
R1745                        0.000000  4856.000000
R1746                      544.000000  3600.000000
R1747                        0.000000  1800.000000
R1748                        0.000000  1000.000000
R1749                        0.000000  3600.000000
R1750                        0.000000  3600.000000
R1751                        0.000000  3600.000000
R1752                        0.000000   550.000000
R1753                        0.000000  1300.000000
R1754                        0.000000  1800.000000
R1755                        0.000000  1950.000000
R1756                        0.000000  1800.000000
R1757                        0.000000  1800.000000
R1758                        0.000000   512.250000
R1759                     1800.000000  4500.000000
R1760                        0.000000     0.000000
R1761                        0.000000  1800.000000
R1762                        0.000000  1800.000000
R1763                        0.000000  1800.000000
R1764                        0.000000  5400.000000
R1765                        0.000000  1128.000000
R1766                        0.000000  7200.000000
R1767                        0.000000  1800.000000
R1768                        0.000000  2450.000000
R1769                        0.000000     0.000000
R1770                        0.000000  4500.000000
R1771                        0.000000  5400.000000
R1772                        0.000000  3600.000000
R1773                        0.000000  3600.000000
R1774                     2950.000000  3600.000000
R1775                        0.000000  4500.000000
R1776                        0.000000  3600.000000
R1777                        0.000000  4500.000000
R1778                        0.000000  4500.000000
R1779                        0.000000  1800.000000
R1780                        0.000000  3600.000000
R1781                      900.000000  3600.000000
R1782                        0.000000  3600.000000
R1783                        0.000000  5400.000000
R1784                        0.000000  3600.000000
R1785                        0.000000  1800.000000
R1786                        0.000000  1800.000000
R1787                        0.000000  2450.000000
R1788                        0.000000  2300.000000
R1789                     4600.000000  6300.000000
R1790                        0.000000  5400.000000
R1791                        0.000000  4500.000000
R1792                        0.000000  4500.000000
R1793                      325.750000   325.750000
R1794                      813.000000   813.000000
R1795                        0.000000  5400.000000
R1796                        0.000000  3600.000000
R1797                        0.000000  5400.000000
R1798                        0.000000  1800.000000
R1799                        0.000000  5400.000000
R1800                        0.000000     0.000000
R1801                        0.000000  2450.000000
R1802                      150.000000  2700.000000
R1803                        0.000000  1150.000000
R1804                        0.000000  1150.000000
R1805                        0.000000  1150.000000
R1806                        0.000000  3600.000000
R1807                        0.000000  1800.000000
R1808                        0.000000  2700.000000
R1809                     2450.000000  4150.000000
R1810                        0.000000  6300.000000
R1811                     1800.000000  1800.000000
R1812                     3600.000000  3600.000000
R1813                        0.000000  3600.000000
R1814                        0.000000  5400.000000
R1815                        0.000000  5400.000000
R1816                        0.000000  4194.000000
R1817                        0.000000  7649.000000
R1818                      451.000000  5400.000000
R1819                        0.000000  1800.000000
R1820                        0.000000  4500.000000
R1821                        0.000000  3600.000000
R1822                      604.250000   604.250000
R1823                        0.000000  2700.000000
R1824                        0.000000  2700.000000
R1825                        0.000000  2700.000000
R1826                        0.000000  5400.000000
R1827                        0.000000  1800.000000
R1828                        0.000000  3600.000000
R1829                        0.000000  4500.000000
R1830                        0.000000  1800.000000
R1831                        0.000000  3600.000000
R1832                        0.000000  2950.000000
R1833                        0.000000  1800.000000
R1834                        0.000000  4500.000000
R1835                        0.000000  3600.000000
R1836                        0.000000  1800.000000
R1837                        0.000000  3600.000000
R1838                     2700.000000  2700.000000
R1839                     1150.000000  3600.000000
R1840                     1150.000000  2450.000000
R1841                        0.000000  3600.000000
R1842                        0.000000     0.000000
R1843                        0.000000  2950.000000
R1844                      667.500000   667.500000
R1845                        0.000000  3600.000000
R1846                     1800.000000  1800.000000
R1847                        0.000000     0.000000
R1848                        0.000000     0.000000
R1849                        0.000000  2450.000000
R1850                        0.000000  1800.000000
R1851                        0.000000  1650.000000
R1852                        0.000000  1300.000000
R1853                        0.000000  2700.000000
R1854                        0.000000  4500.000000
R1855                        0.000000  1800.000000
R1856                        0.000000  1800.000000
R1857                        0.000000  1800.000000
R1858                        0.000000  4500.000000
R1859                        0.000000  8100.000000
R1860                     1800.000000  8100.000000
R1861                     3600.000000  3600.000000
R1862                        0.000000     0.000000
R1863                        0.000000  4500.000000
R1864                        0.000000  3600.000000
R1865                        0.000000  3600.000000
R1866                        0.000000  3600.000000
R1867                        0.000000  1800.000000
R1868                        0.000000  1800.000000
R1869                     2700.000000  4500.000000
R1870                        0.000000  1800.000000
R1871                        0.000000  2700.000000
R1872                        0.000000  3600.000000
R1873                        0.000000  4500.000000
R1874                        0.000000  4500.000000
R1875                        0.000000  1800.000000
R1876                        0.000000  8100.000000
R1877                      484.500000   484.500000
R1878                        0.000000  3600.000000
R1879                        0.000000     0.000000
R1880                       46.750000  1800.000000
R1881                     1253.250000  3600.000000
R1882                     2950.000000  3600.000000
R1883                     1800.000000  1800.000000
R1884                        0.000000     0.000000
R1885                        0.000000  1800.000000
R1886                        0.000000  3600.000000
R1887                        0.000000  1800.000000
R1888                      650.000000  3600.000000
R1889                        0.000000     0.000000
R1890                     2450.000000  3600.000000
R1891                        0.000000  3600.000000
R1892                        0.000000  9000.000000
R1893                        0.000000  8100.000000
R1894                        0.000000  3600.000000
R1895                        0.000000  3600.000000
R1896                     3600.000000  3600.000000
R1897                        0.000000  4500.000000
R1898                        0.000000  1800.000000
R1899                        0.000000  1800.000000
R1900                     1339.500000  1339.500000
R1901                        0.000000  4500.000000
R1902                        0.000000  5400.000000
R1903                        0.000000  3600.000000
R1904                        0.000000  5400.000000
R1905                        0.000000  3600.000000
R1906                        0.000000 10800.000000
R1907                        0.000000  2700.000000
R1908                        0.000000  8100.000000
R1909                        0.000000  3448.500000
R1910                        0.000000  3600.000000
R1911                        0.000000  1800.000000
R1912                     1041.750000  1041.750000
R1913                        0.000000  1800.000000
R1914                        0.000000  3514.000000
R1915                        0.000000  1041.750000
R1916                        0.000000  1041.750000
R1917                        0.000000  3600.000000
R1918                        0.000000  4500.000000
R1919                        0.000000  8100.000000
R1920                        0.000000  4500.000000
R1921                        0.000000  5400.000000
R1922                     1800.000000  3600.000000
R1923                        0.000000  5400.000000
R1924                        0.000000  3600.000000
R1925                        0.000000  3963.000000
R1926                        0.000000  1800.000000
R1927                        0.000000  5400.000000
R1928                        0.000000  3600.000000
R1929                        0.000000  4125.500000
R1930                        0.000000  5400.000000
R1931                        0.000000  3600.000000
R1932                        0.000000  7200.000000
R1933                       42.500000  3600.000000
R1934                        0.000000  7200.000000
R1935                        0.000000  3600.000000
R1936                        0.000000  3600.000000
R1937                      975.000000   975.000000
R1938                        0.000000  3600.000000
R1939                        0.000000  4500.000000
R1940                        0.000000  5400.000000
R1941                        0.000000  3600.000000
R1942                        0.000000  5400.000000
R1943                        0.000000  1800.000000
R1944                        0.000000  4500.000000
R1945                        0.000000  3450.000000
R1946                        0.000000  4500.000000
R1947                      827.500000   827.500000
R1948                        0.000000  5400.000000
R1949                        0.000000  1800.000000
R1950                        0.000000  3600.000000
R1951                     1572.000000  3600.000000
R1952                        0.000000  2481.500000
R1953                      206.500000   206.500000
R1954                        0.000000  1800.000000
R1955                        0.000000  1800.000000
R1956                        0.000000  5400.000000
R1957                        0.000000  5400.000000
R1958                        0.000000  5400.000000
R1959                        0.000000  1800.000000
R1960                        0.000000  3600.000000
R1961                        0.000000  3600.000000
R1962                        0.000000  7200.000000
R1963                        0.000000  1800.000000
R1964                        0.000000  7200.000000
R1965                        0.000000  1800.000000
R1966                        0.000000  4500.000000
R1967                        0.000000  2700.000000
R1968                        0.000000  3600.000000
R1969                      936.500000   936.500000
R1970                        0.000000  3599.000000
R1971                        1.000000  8100.000000
R1972                        0.000000  5400.000000
R1973                        0.000000  2700.000000
R1974                     1801.000000  1801.000000
R1975                        0.000000  1800.000000
R1976                        0.000000  3600.000000
R1977                     3600.000000  3600.000000
R1978                     1800.000000  5400.000000
R1979                        0.000000  6300.000000
R1980                        0.000000  8100.000000
R1981                        0.000000  6300.000000
R1982                        0.000000  3600.000000
R1983                        0.000000  1800.000000
R1984                        0.000000  3600.000000
R1985                        0.000000  3600.000000
R1986                        0.000000  3600.000000
R1987                        0.000000  1800.000000
R1988                        0.000000  3600.000000
R1989                        0.000000  4500.000000
R1990                        0.000000  4500.000000
R1991                        0.000000  6300.000000
R1992                        0.000000  1800.000000
R1993                        0.000000  1800.000000
R1994                     1123.500000  1123.500000
R1995                        0.000000  2571.500000
R1996                     1175.000000  9000.000000
R1997                        0.000000  7825.000000
R1998                     3600.000000  3600.000000
R1999                     1150.000000  3600.000000
R2000                     1150.000000  1800.000000
R2001                     2300.000000  5400.000000
R2002                        0.000000  1800.000000
R2003                        0.000000  1800.000000
R2004                        0.000000  1800.000000
R2005                        0.000000     0.000000
R2006                        0.000000  3600.000000
R2007                        0.000000  1800.000000
R2008                        0.000000  3600.000000
R2009                        0.000000  3600.000000
R2010                     3600.000000  3600.000000
R2011                        0.000000  3600.000000
R2012                        0.000000  3600.000000
R2013                     2700.000000  2700.000000
R2014                        0.000000  2450.000000
R2015                        0.000000  1150.000000
R2016                     1300.000000  2700.000000
R2017                        0.000000     0.000000
R2018                     1800.000000  3600.000000
R2019                        0.000000  1800.000000
R2020                     1800.000000  3600.000000
R2021                     1800.000000  3600.000000
R2022                        0.000000     0.000000
R2023                        0.000000     0.000000
R2024                        0.000000     0.000000
R2025                     3600.000000  3600.000000
R2026                      900.000000  1800.000000
R2027                     1572.000000  4500.000000
R2028                        0.000000  1800.000000
R2029                        0.000000  1800.000000
R2030                        0.000000  1800.000000
R2031                        0.000000  2700.000000
R2032                        0.000000  3600.000000
R2033                        0.000000  3600.000000
R2034                        0.000000  1800.000000
R2035                        0.000000  4500.000000
R2036                     2700.000000  9000.000000
R2037                        0.000000  5400.000000
R2038                        0.000000  1800.000000
R2039                     2450.000000  4500.000000
R2040                        0.000000  1800.000000
R2041                        0.000000  3600.000000
R2042                      537.000000   537.000000
R2043                        0.000000  1800.000000
R2044                        0.000000  4125.500000
R2045                        0.000000  1800.000000
R2046                        0.000000  1800.000000
R2047                     1800.000000  1800.000000
R2048                     1800.000000  3600.000000
R2049                        0.000000     0.000000
R2050                        0.000000  5400.000000
R2051                        0.000000  1800.000000
R2052                        0.000000  5400.000000
R2053                        0.000000  4500.000000
R2054                        0.000000  1800.000000
R2055                        0.000000  1800.000000
R2056                        0.000000  3600.000000
R2057                        0.000000  1800.000000
R2058                        0.000000  4500.000000
R2059                        0.000000  4500.000000
R2060                        0.000000  4531.750000
R2061                        0.000000  4531.750000
R2062                        0.000000  1800.000000
R2063                        0.000000  3600.000000
R2064                        0.000000  1800.000000
R2065                     1800.000000  3600.000000
R2066                        0.000000  3600.000000
R2067                        0.000000  7200.000000
R2068                      344.000000   344.000000
R2069                        0.000000  6300.000000
R2070                     3600.000000  3600.000000
R2071                     3600.000000  3600.000000
R2072                        0.000000  2450.000000
R2073                     2700.000000  5400.000000
R2074                        0.000000  4500.000000
R2075                      900.000000  4500.000000
R2076                        0.000000     0.000000
R2077                        0.000000  3419.500000
R2078                     3780.500000  4500.000000
R2079                        0.000000  1800.000000
R2080                        0.000000  3364.250000
R2081                      782.250000   782.250000
R2082                        0.000000  3599.000000
R2083                        0.000000     0.000000
R2084                        0.000000  3600.000000
R2085                        0.000000  4500.000000
R2086                        0.000000  3600.000000
R2087                        0.000000  5400.000000
R2088                      650.000000  5400.000000
R2089                        0.000000     0.000000
R2090                        0.000000  4500.000000
R2091                     1800.000000  1800.000000
R2092                        0.000000  3100.000000
R2093                        0.000000  1800.000000
R2094                        0.000000  4500.000000
R2095                        0.000000  1800.000000
R2096                      650.000000  3950.000000
R2097                        0.000000  1800.000000
R2098                        0.000000  1800.000000
R2099                        0.000000  5400.000000
R2100                        0.000000  1800.000000
R2101                        0.000000  1800.000000
R2102                        0.000000  5400.000000
R2103                        0.000000  1800.000000
R2104                        0.000000  3600.000000
R2105                        0.000000  5400.000000
R2106                        0.000000  5400.000000
R2107                        0.000000  4500.000000
R2108                        0.000000  1800.000000
R2109                        0.000000  3600.000000
R2110                        0.000000  5400.000000
R2111                     5400.000000  5400.000000
R2112                        0.000000   600.000000
R2113                        0.000000  3600.000000
R2114                        0.000000  5400.000000
R2115                        0.000000  4500.000000
R2116                        0.000000  1800.000000
R2117                        0.000000  3600.000000
R2118                        0.000000  1800.000000
R2119                        0.000000  1800.000000
R2120                        0.000000  1800.000000
R2121                        0.000000   650.000000
R2122                     1800.000000  1800.000000
R2123                        0.000000  1800.000000
R2124                        0.000000  1800.000000
R2125                     1800.000000  5400.000000
R2126                        0.000000  2596.000000
R2127                        0.000000  1800.000000
R2128                        0.000000  2297.000000
R2129                        0.000000  3600.000000
R2130                     1977.500000  3600.000000
R2131                        0.000000  4500.000000
R2132                        0.000000     0.000000
R2133                        0.000000  4500.000000
R2134                        0.000000  5400.000000
R2135                        0.000000  1349.000000
R2136                        0.000000  1349.000000
R2137                        0.000000  3600.000000
R2138                        0.000000  8100.000000
R2139                     1800.000000  3600.000000
R2140                        0.000000  2700.000000
R2141                        0.000000   512.250000
R2142                        0.000000  3514.000000
R2143                     1238.500000  1238.500000
R2144                        0.000000   975.000000
R2145                        0.000000   975.000000
R2146                     4500.000000  9000.000000
R2147                        0.000000  3600.000000
R2148                        0.000000  3600.000000
R2149                        0.000000  1150.000000
R2150                        0.000000  1800.000000
R2151                     2950.000000  3600.000000
R2152                     3600.000000  3600.000000
R2153                        0.000000  1800.000000
R2154                        0.000000  2950.000000
R2155                        0.000000  3600.000000
R2156                        0.000000  1349.000000
R2157                      688.000000   688.000000
R2158                     1800.000000  1800.000000
R2159                        0.000000  2700.000000
R2160                        0.000000  3600.000000
R2161                        0.000000  1800.000000
R2162                        0.000000     0.000000
R2163                        0.000000  4500.000000
R2164                        0.000000  3600.000000
R2165                        0.000000  4500.000000
R2166                      210.000000   210.000000
R2167                        0.000000  4500.000000
R2168                        0.000000  4500.000000
R2169                        0.000000  3600.000000
R2170                        0.000000  1800.000000
R2171                        0.000000  1800.000000
R2172                        0.000000  3600.000000
R2173                        0.000000  1150.000000
R2174                        0.000000  1400.000000
R2175                     1700.000000  4500.000000
R2176                        0.000000  1150.000000
R2177                     3100.000000  4500.000000
R2178                        0.000000     0.000000
R2179                        0.000000  1800.000000
R2180                        0.000000  4500.000000
R2181                        0.000000  1800.000000
R2182                        0.000000  3600.000000
R2183                        0.000000  4500.000000
R2184                        0.000000  4500.000000
R2185                      422.750000   422.750000
R2186                        0.000000  4500.000000
R2187                        0.000000  1800.000000
R2188                        0.000000  1800.000000
R2189                        0.000000  3600.000000
R2190                        0.000000  3600.000000
R2191                        0.000000  1800.000000
R2192                        0.000000  2050.000000
R2193                     1300.000000  3600.000000
R2194                        0.000000  1800.000000
R2195                        0.000000  3600.000000
R2196                        0.000000  3600.000000
R2197                        0.000000  3600.000000
R2198                        0.000000  3600.000000
R2199                        0.000000  3600.000000
R2200                        0.000000  3600.000000
R2201                        0.000000  1800.000000
R2202                        0.000000  1800.000000
R2203                        0.000000  2700.000000
R2204                      888.000000   888.000000
R2205                        0.000000  3600.000000
R2206                        0.000000  4500.000000
R2207                        0.000000  5400.000000
R2208                     1800.000000  5400.000000
R2209                        0.000000  1800.000000
R2210                        0.000000  5400.000000
R2211                        0.000000  3600.000000
R2212                        0.000000  1800.000000
R2213                        0.000000  1600.750000
R2214                        0.000000  8100.000000
R2215                        0.000000  3991.750000
R2216                        0.000000  1800.000000
R2217                        0.000000     0.000000
R2218                        0.000000  2300.000000
R2219                        0.000000  3600.000000
R2220                        0.000000  4500.000000
R2221                        0.000000  3600.000000
R2222                        0.000000  2804.000000
R2223                     1333.000000  1333.000000
R2224                        0.000000  1800.000000
R2225                      191.000000   191.000000
R2226                        0.000000  4882.500000
R2227                        0.000000  4500.000000
R2228                        0.000000  4500.000000
R2229                        0.000000     0.000000
R2230                     4250.000000  7200.000000
R2231                        0.000000     0.000000
R2232                        0.000000  1400.000000
R2233                     1950.000000  3600.000000
R2234                        0.000000  1800.000000
R2235                        0.000000  1800.000000
R2236                        0.000000  1800.000000
R2237                        0.000000  1800.000000
R2238                        0.000000  1800.000000
R2239                        0.000000  1800.000000
R2240                        0.000000  4750.000000
R2241                        0.000000  3600.000000
R2242                        0.000000  5400.000000
R2243                        0.000000  1800.000000
R2244                        0.000000  3600.000000
R2245                      550.000000  3600.000000
R2246                        0.000000  2800.000000
R2247                        0.000000  3050.000000
R2248                        0.000000  4500.000000
R2249                        0.000000  1800.000000
R2250                        0.000000  3600.000000
R2251                        0.000000  6300.000000
R2252                        0.000000  4500.000000
R2253                        0.000000  1800.000000
R2254                     4250.000000  5400.000000
R2255                        0.000000     0.000000
R2256                        0.000000  4250.000000
R2257                      960.500000   960.500000
R2258                        0.000000  1800.000000
R2259                        0.000000  5162.000000
R2260                        0.000000  1150.000000
R2261                     1300.000000  3600.000000
R2262                        0.000000  3600.000000
R2263                        0.000000  1800.000000
R2264                     2950.000000  5400.000000
R2265                     3600.000000  3600.000000
R2266                        0.000000  5400.000000
R2267                        0.000000     0.000000
R2268                        0.000000  4500.000000
R2269                        0.000000  1800.000000
R2270                        0.000000  5400.000000
R2271                        0.000000  6533.000000
R2272                        0.000000  1800.000000
R2273                        0.000000  1800.000000
R2274                        0.000000  1800.000000
R2275                        0.000000  5400.000000
R2276                        0.000000  5400.000000
R2277                        0.000000  1150.000000
R2278                      181.000000   181.000000
R2279                        0.000000  1784.000000
R2280                        0.000000  9000.000000
R2281                        0.000000  9000.000000
R2282                        0.000000  1800.000000
R2283                        0.000000  1800.000000
R2284                        0.000000  3600.000000
R2285                        0.000000  4500.000000
R2286                        0.000000  1800.000000
R2287                        0.000000  1800.000000
R2288                        0.000000  1800.000000
R2289                        0.000000  1800.000000
R2290                        0.000000  1800.000000
R2291                        0.000000  1800.000000
R2292                     1150.000000  3600.000000
R2293                        0.000000  3600.000000
R2294                        0.000000  3600.000000
R2295                     2950.000000  3600.000000
R2296                        0.000000  4500.000000
R2297                        0.000000  3600.000000
R2298                        0.000000  1800.000000
R2299                        0.000000  3600.000000
R2300                        0.000000  1800.000000
R2301                        0.000000  3600.000000
R2302                        0.000000  4500.000000
R2303                        0.000000  1800.000000
R2304                        0.000000  1800.000000
R2305                        0.000000  1800.000000
R2306                        0.000000  4500.000000
R2307                        0.000000  4500.000000
R2308                        0.000000  2596.000000
R2309                        0.000000  1800.000000
R2310                        0.000000  1800.000000
R2311                        0.000000  3600.000000
R2312                        0.000000  1800.000000
R2313                        0.000000  3600.000000
R2314                        0.000000  1800.000000
R2315                        0.000000  1800.000000
R2316                        0.000000  1800.000000
R2317                        0.000000  1800.000000
R2318                        0.000000  1800.000000
R2319                        0.000000  1800.000000
R2320                        0.000000  3600.000000
R2321                        0.000000  3600.000000
R2322                        0.000000  1150.000000
R2323                        0.000000  2700.000000
R2324                        0.000000  3600.000000
R2325                        0.000000  3600.000000
R2326                        0.000000  1800.000000
R2327                        0.000000  3600.000000
R2328                        0.000000  1800.000000
R2329                        0.000000  3600.000000
R2330                        0.000000  3600.000000
R2331                        0.000000  4500.000000
R2332                     1004.000000  3600.000000
R2333                        0.000000  1800.000000
R2334                        0.000000  1800.000000
R2335                     4500.000000  4500.000000
R2336                        0.000000  1800.000000
R2337                        0.000000  1800.000000
R2338                        0.000000     0.000000
R2339                        0.000000  4500.000000
R2340                        0.000000  1800.000000
R2341                        0.000000  5400.000000
R2342                        0.000000  5400.000000
R2343                        0.000000  3600.000000
R2344                        0.000000  4500.000000
R2345                        0.000000  1800.000000
R2346                        0.000000  2571.500000
R2347                        0.000000  2394.000000
R2348                      177.500000  1800.000000
R2349                     1572.000000  7200.000000
R2350                        0.000000   228.000000
R2351                        0.000000   497.000000
R2352                        0.000000   497.000000
R2353                        0.000000  1800.000000
R2354                        0.000000  4500.000000
